"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000372452",44.2865054911028,0.155957634034773,0.0232944139216998,6.69506580242792,2.15574605818007e-11,2.40653021057755e-10
"ENST00000465536",31.9179141617473,0.18237336359828,0.0272412174615879,6.69475818602599,2.16028557154214e-11,2.41143466335853e-10
"ENST00000491572",93.1891919071009,-0.207247238516228,0.0309569380803174,-6.69469435182923,2.16122874840261e-11,2.41232428706494e-10
"ENST00000521381",111.458602182861,0.284697197241822,0.0425259332548383,6.69467253160004,2.16155124383174e-11,2.41252104393407e-10
"ENST00000445865",28.0859724786881,0.2070451269928,0.0309282151652813,6.6943768299058,2.16592626061854e-11,2.41724051301742e-10
"ENST00000586867",131.317970944519,0.18569515639599,0.0277403773642583,6.69403858345655,2.17094137364902e-11,2.42267366252178e-10
"ENST00000338961",79.6814273342408,-0.123141814793738,0.0183958163151771,-6.69401197989472,2.17133630128424e-11,2.42295050516768e-10
"ENST00000474835",82.066102085006,-0.275141974228172,0.0411041793746978,-6.69377125182408,2.17491308850634e-11,2.42677764336928e-10
"ENST00000379225",141.648102384935,0.244458927475192,0.0365214131880677,6.69357798988626,2.17778878802078e-11,2.42982204010482e-10
"ENST00000523923",27.4770910403371,0.201895362336331,0.0301628972532312,6.69350031733784,2.17894558862493e-11,2.43094832949882e-10
"ENST00000542496",325.171783076784,-0.366496567109035,0.0547543330940012,-6.69347148251884,2.17937518734998e-11,2.43126321610292e-10
"ENST00000617365",139.553402876216,-0.168708031669963,0.0252057205063561,-6.69324376692269,2.1827707477198e-11,2.43488659826435e-10
"ENST00000424845",32.3776163028315,0.179649642361047,0.026840851727895,6.69314238543113,2.18428415438294e-11,2.4364100849666e-10
"ENST00000362496",9.43444129302788,-0.469933762206784,0.0702116655382811,-6.69310090572576,2.18490365287852e-11,2.4369363435614e-10
"ENST00000437290",10.6747798898433,0.338323142373411,0.0505489657362002,6.6929785297491,2.18673233795065e-11,2.43881110834007e-10
"ENST00000394311",12.1226535384939,0.307487223890666,0.0459419535030108,6.69295057012573,2.18715035360611e-11,2.43911243962749e-10
"ENST00000352297",21.4771696484055,-0.233250121182154,0.0348511839969152,-6.69274596819436,2.19021167540738e-11,2.44236134882512e-10
"ENST00000496388",163.313312204629,0.163321264068704,0.0244035153044019,6.69253023720086,2.19344405738709e-11,2.44580055960346e-10
"ENST00000518725",78.5490773732898,-0.273813049652887,0.0409136592477076,-6.6924605299935,2.19448950579129e-11,2.44680092930482e-10
"ENST00000589624",75.7404465410937,-0.220739462080673,0.0329838457247509,-6.69235067137824,2.19613812364841e-11,2.44847363722715e-10
"ENST00000559314",22.6910310540329,0.213202514812056,0.0318578673980856,6.69230341591752,2.19684764618694e-11,2.44909919280384e-10
"ENST00000468173",67.6066708648133,-0.222003904593418,0.0331733729980329,-6.69223188750152,2.19792204475869e-11,2.45000648746623e-10
"ENST00000477004",42.8453198338061,-0.273702836999912,0.0408986031512729,-6.692229462888,2.19795847288236e-11,2.45000648746623e-10
"ENST00000530379",38.065019590126,0.246704021955884,0.0368644645155584,6.69219057425245,2.19854282822972e-11,2.45049230156681e-10
"ENST00000409180",60.2250065961106,-0.192101916676722,0.0287055656100722,-6.69214880787152,2.19917059506656e-11,2.45102643314248e-10
"ENST00000265742",54.6871112220622,-0.201997366167931,0.0301843170134324,-6.69212975990277,2.19945695256988e-11,2.45118000967454e-10
"ENST00000542892",70.4735451947875,0.206414278287816,0.030844471769101,6.69209963564996,2.19990989983065e-11,2.45151920851451e-10
"ENST00000392004",50.4557469828924,-0.34160056392103,0.0510460111842852,-6.69201287222603,2.20121498212765e-11,2.45280789330161e-10
"ENST00000355904",28.214737999735,-0.203400296267476,0.0303954379081935,-6.69180345030157,2.20436819863793e-11,2.45615563591347e-10
"ENST00000466533",47.1514925367302,0.198408819891285,0.0296518350716164,6.69128299857594,2.21222368086333e-11,2.46474194071419e-10
"ENST00000471835",49.5709352894411,0.186352623021609,0.02785014415452,6.69126242175536,2.21253482138803e-11,2.46492214935919e-10
"ENST00000526688",103.789115351247,0.216948357209245,0.0324230235278475,6.69118217870435,2.21374857975497e-11,2.46610784665514e-10
"ENST00000614335",74.6000694988217,-0.227844015293278,0.0340530040648422,-6.69086389146248,2.21856942463699e-11,2.47131139379258e-10
"ENST00000347470",60.3925785612014,-0.182873017795863,0.0273327144733825,-6.69062774478365,2.22215279150387e-11,2.47513587849449e-10
"ENST00000549055",159.26497025631,0.251740658825964,0.0376267535064852,6.69046982176059,2.22455232812605e-11,2.47764133135433e-10
